あれ,あれ,"[Noun] 1. that (indicating something distant from both speaker and listener (in space, time or psychologically), or something understood without naming it directly) {Usually written using kana alone, See also 何れ, See also 此れ, See also 其れ} 2. that person (used to refer to one's equals or inferiors) 3. over there {Archaism} 4. down there (i.e. one's genitals) {Colloquialism, Only applies to あれ} 5. period; menses {Colloquialism, Only applies to あれ} 6. hey (expression of surprise, suspicion, etc.); huh?; eh? {Usually written using kana alone} [Noun] 7. that (something mentioned before which is distant psychologically or in terms of time) {Usually written using kana alone} | Other forms: 彼 【あ】 [Notes] あ: Out-dated or obsolete kana usage."
いいえ,否,1. no; nay {Usually written using kana alone} 2. well; er; why {Usually written using kana alone} 3. you're welcome; not at all; don't mention it {Usually written using kana alone} | Other forms: 否 【いいや】、否 【いえ】、否 【いな】、否 【いや】
いう,言う,"[Godan verb with u ending] 1. to say; to utter; to declare 2. to name; to call 3. to go (e.g. ""the alarm went ping""); to make a noise {Only applies to 言う} | Other forms: 言う 【ゆう】、云う 【いう】、云う 【ゆう】、謂う 【いう】、謂う 【ゆう】"
いえ,家,[Noun] 1. house; residence; dwelling 2. family; household 3. lineage; family name
いく,行く,"[Godan verb - Iku/Yuku special class, intransitive verb] 1. to go; to move (in a direction or towards a specific location); to head (towards); to be transported (towards); to reach {See also 来る くる} 2. to proceed; to take place {See also 旨く行く, い sometimes omitted in auxiliary use} 3. to pass through; to come and go 4. to walk 5. to die; to pass away {Only applies to 逝く} 6. to do (in a specific way) 7. to stream; to flow [Auxiliary verb] 8. to continue [Godan verb - Iku/Yuku special class, intransitive verb] 9. to have an orgasm; to come; to cum {Usually written using kana alone} 10. to trip; to get high; to have a drug-induced hallucination {Usually written using kana alone, Slang} | Other forms: 行く 【ゆく】、往く 【いく】、往く 【ゆく】、逝く 【いく】、逝く 【ゆく】 [Notes] 往く: Out-dated kanji. 往く: Out-dated kanji. 逝く: Out-dated kanji. 逝く: Out-dated kanji."
いくつ,いくつ,[Adverb] 1. how many? {Usually written using kana alone} 2. how old?
いくら,幾ら,"[Adverb, Noun] 1. how much?; how many? {Usually written using kana alone} [Adverb] 2. even; even if"
いけ,池,[Noun] 1. pond
いしゃ,医者,"[Noun] 1. (medical) doctor; physician {Sensitive, See also お医者さん, pol. お医者さん}"
いす,椅子,[Noun] 1. chair; stool 2. post; office; position | Other forms: 倚子 【いす】、イス [Notes] 倚子: Out-dated kanji.
いそがしい,忙しい,[I-adjective] 1. busy; occupied; hectic 2. restless; hurried; fidgety | Other forms: 忙がしい 【いそがしい】、忙しい 【せわしい】 [Notes] 忙がしい: Irregular okurigana usage.
いたい,痛い,"[I-adjective] 1. painful; sore [I-adjective, Suffix] 2. exceeding {See also 甚く, esp. 甚い} | Other forms: 甚い 【いたい】"
いち,一,"[Numeric, Prefix] 1. one {See also ワン, １ can also be read ワン. 壱, 弌 and 壹 are used in legal documents} [No-adjective, Suffix] 2. best [No-adjective] 3. first; foremost [Noun] 4. beginning; start 5. bottom string (on a shamisen, etc.) | Other forms: １ 【いち】、壱 【いち】、弌 【いち】、壹 【いち】 [Notes] 壹: Out-dated kanji."
いちにち,一日,"[Noun] 1. one day 2. first day of the month {See also ついたち} | Other forms: 一日 【いちじつ】、一日 【ひとひ】、一日 【ひとえ】、１日 【いちにち】、１日 【いちじつ】、１日 【ひとひ】、１日 【ひとえ】 [Notes] いちにち: ichi1, spec 1. 一日: ichi 1. 一日: ichi 1. ひとひ: Out-dated or obsolete kana usage. 一日: ichi 1. ひとえ: Out-dated or obsolete kana usage. 一日: ichi 1. いちにち: ichi1, spec 1. １日: spec 1. １日: spec 1. ひとひ: Out-dated or obsolete kana usage. １日: spec 1. ひとえ: Out-dated or obsolete kana usage. １日: spec1."
いちばん,一番,"[Noun, No-adjective] 1. number one; first; first place [Adverb] 2. best; most [Noun] 3. game; round; bout [Adverb] 4. as a test; as an experiment; by way of experiment; by way of trial; tentatively {See also 試しに} [Noun] 5. song (e.g. in noh); piece [Place] 6. Ichiban | Other forms: １番 【いちばん】"
いつ,いつ,"[Adverbial noun, Pronoun] 1. when; how soon {Usually written using kana alone}"
いつか,五日,[Noun] 1. the fifth day of the month 2. five days [Place] 3. Itsuka | Other forms: ５日 【いつか】
いっさくねん,一昨年,"[Adverbial noun, Temporal noun] 1. year before last | Other forms: 一昨年 【おととし】、おと年 【おととし】"
いっしょ,一緒,"[Adverbial noun, Noun, No-adjective] 1. together {See also 御一緒} 2. at the same time 3. same; identical | Other forms: 一しょ 【いっしょ】 [Notes] 一しょ: Irregular okurigana usage."
いつつ,五つ,[Numeric] 1. five | Other forms: ５つ 【いつつ】、伍つ 【いつつ】 [Notes] 伍つ: Out-dated kanji.
いつも,いつも,"[Adverb, Noun] 1. always; usually; every time {Usually written using kana alone} 2. never {Usually written using kana alone, with neg. verb}"
いぬ,犬,"[Noun] 1. dog (Canis (lupus) familiaris) 2. snoop (i.e. a detective, a spy, etc.) 3. loser; asshole {Derogatory} [Noun - used as a prefix] 4. counterfeit; inferior; useless; wasteful | Other forms: 狗 【いぬ】、イヌ"
いま,今,"[Adverbial noun, Noun] 1. now; the present time; just now; soon; immediately; (one) more"
いみ,意味,"[Noun, Suru verb] 1. meaning; significance"
いもうと,妹,[Noun] 1. younger sister {Humble (kenjougo)}
いや,嫌,"[Na-adjective, Noun] 1. disagreeable; detestable; unpleasant; reluctant | Other forms: 厭 【いや】、厭や 【いや】、嫌 【や】、厭 【や】、イヤ [Notes] 厭や: Irregular okurigana usage."
いりぐち,入口,"[Noun, No-adjective] 1. entrance; entry; gate; approach; mouth {See also 出口} | Other forms: 入口 【いりくち】、入口 【はいりぐち】、入口 【はいりくち】、入り口 【いりぐち】、入り口 【いりくち】、入り口 【はいりぐち】、入り口 【はいりくち】"
いる,いる,"[Ichidan verb, intransitive verb] 1. to be (of animate objects); to exist {Usually written using kana alone, See also 在る} 2. to stay {Usually written using kana alone} [Ichidan verb, Auxiliary verb] 3. verb indicating continuing action or state (i.e. to be ..ing, to have been ..ing) {Usually written using kana alone, after the -te form of a verb, the い is sometimes dropped}"
いる,要る,"[Godan verb with ru ending, intransitive verb] 1. to need; to want {Usually written using kana alone}"
いれる,入れる,"[Ichidan verb, Transitive verb] 1. to put in; to let in; to take in; to bring in; to insert; to set (a jewel, etc.); to ink in (e.g. a tattoo) 2. to admit; to accept; to employ; to hire 3. to accept; to comply; to grant; to adopt (a policy, etc.); to take (advice, etc.); to listen to; to pay attention to {esp. 容れる} 4. to include 5. to pay (one's rent, etc.) 6. to cast (a vote) 7. to make (tea, coffee, etc.) {See also 淹れる} 8. to turn on (a switch, etc.) 9. to send (a fax); to call | Other forms: 容れる 【いれる】、函れる 【いれる】"
いろ,色,[Noun] 1. colour; color 2. complexion 3. appearance; look 4. love; lust; sensuality; love affair; lover {See also 色仕掛け} 5. kind; type; variety {also written 種}
いろいろ,色々,"[Noun, Na-adjective, No-adjective, Adverb, Adverb taking the 'to' particle] 1. various {Usually written using kana alone} 2. various colors (colours) {Archaism} | Other forms: 色色 【いろいろ】"
うえ,上,"[Noun, No-adjective, Adverbial noun, Noun - used as a suffix] 1. above; up; over; elder (e.g. daughter) 2. top; summit 3. surface; on 4. before; previous 5. superiority; one's superior (i.e. one's elder) 6. on top of that; besides; what's more 7. upon (further inspection, etc.); based on (and occurring after) 8. matters concerning...; as concerns ... 9. since (i.e. ""for that reason"") {as ...上は} [Noun - used as a suffix] 10. suffix indicating higher social standing {Honorific or respectful (sonkeigo), See also 父上} 11. place of one's superior (i.e. the throne) {Archaism} 12. emperor; sovereign; shogun; daimyo {Archaism} 13. noblewoman (esp. the wife of a nobleman) {Archaism}"
うしろ,後ろ,"[Noun, No-adjective] 1. back; behind; rear | Other forms: 後 【うしろ】 [Notes] 後: Irregular okurigana usage."
うすい,薄い,"[I-adjective] 1. thin 2. pale; light 3. watery; dilute; sparse 4. weak (taste, etc.) 5. slim (probability, etc.); small"
うた,歌,"[Noun] 1. song {Only applies to 歌, Only applies to 唄, 唄 is primarily used for shamisen songs} 2. classical Japanese poetry (esp. tanka) {Only applies to 歌, See also 短歌} 3. modern poetry {Only applies to 歌, Only applies to 詩} | Other forms: 唄 【うた】、詩 【うた】"
うたう,歌う,"[Godan verb with u ending, Transitive verb, intransitive verb] 1. to sing [Godan verb with u ending, Transitive verb] 2. to sing (one's praises in a poem, etc.); to compose a poem; to recite a poem {esp. 歌う, 詠う} | Other forms: 唄う 【うたう】、謡う 【うたう】、詠う 【うたう】、唱う 【うたう】"
うまれる,生まれる,"[Ichidan verb, intransitive verb] 1. to be born | Other forms: 産まれる 【うまれる】、生れる 【うまれる】、産れる 【うまれる】"
うみ,海,[Noun] 1. sea; ocean; waters | Other forms: 海 【み】、海 【わた】、海 【わだ】 [Notes] み: Out-dated or obsolete kana usage. わた: Out-dated or obsolete kana usage. わだ: Out-dated or obsolete kana usage.
うる,売る,"[Godan verb with ru ending, Transitive verb] 1. to sell"
うるさい,うるさい,[I-adjective] 1. noisy; loud {Usually written using kana alone} 2. annoying; troublesome; tiresome; persistent; importunate {Usually written using kana alone} 3. fussy; finicky; picky; particular; nagging; fastidious; bossy {Usually written using kana alone} 4. shut up!; be quiet! {Usually written using kana alone} | Other forms: 五月蝿い 【うるさい】、五月蠅い 【うるさい】、煩さい 【うるさい】、ウルサイ [Notes] うるさい: ichi 1. 煩い: ichi 1. うるさい: ichi 1. 五月蝿い: Ateji (phonetic) reading. うるさい: ichi 1. 五月蠅い: Ateji (phonetic) reading. うるさい: ichi 1. 煩さい: Irregular okurigana usage.
うわぎ,上着,[Noun] 1. coat; tunic; jacket; outer garment | Other forms: 上衣 【うわぎ】、表着 【うわぎ】、上衣 【じょうい】
え,絵,"[Noun, Noun - used as a suffix] 1. picture; drawing; painting; sketch"
えいが,映画,"[Noun, No-adjective] 1. movie; film"
えいがかん,映画館,[Noun] 1. movie theatre; movie theater; cinema
えいご,英語,"[Noun, No-adjective] 1. English (language)"
ええ,ええ,"1. yes; that is correct; right 2. um; errr 3. huh? 4. grrr; gah; Must I? [Noun or verb acting prenominally] 5. good {Kansai dialect, See also 良い} | Other forms: えー [Notes] えー: Irregular kana usage."
えき,駅,[Noun] 1. station | Other forms: 驛 【えき】 [Notes] 驛: Out-dated kanji.
エレベーター,エレベーター,"[Noun] 1. elevator; lift 2. elevator (aviation) {See also 昇降舵} | Other forms: エレベータ [Notes] エレベーター: gai1, ichi1."
えんぴつ,鉛筆,[Noun] 1. pencil | Other forms: エンピツ
おいしい,おいしい,[I-adjective] 1. delicious; tasty; sweet {Usually written using kana alone} | Other forms: オイシイ
おおい,多い,[I-adjective] 1. many; numerous; a lot 2. large quantity; large amount 3. frequent; common
おおきい,大きい,[I-adjective] 1. big; large; great; loud
おおきな,大きな,[Pre-noun adjectival] 1. big; large; great {See also 小さな}
おおぜい,大勢,"[Noun, No-adjective] 1. many; crowd; great number of people | Other forms: 大勢 【たいぜい】、大ぜい 【おおぜい】、大ぜい 【たいぜい】"
おかあさん,お母さん,"[Noun] 1. mother {Honorific or respectful (sonkeigo), See also 母さん} | Other forms: 御母さん 【おかあさん】"
おかし,お菓子,[Noun] 1. confections; sweets; candy | Other forms: 御菓子 【おかし】
おかね,お金,"[Noun] 1. money {Polite (teineigo), See also 金 かね} | Other forms: 御金 【おかね】"
おきる,起きる,"[Ichidan verb, intransitive verb] 1. to get up; to rise; to blaze up (fire) 2. to wake up; to be awake; to stay awake 3. to occur (usu. of unfavourable incidents); to happen; to take place"
おく,置く,"[Godan verb with ku ending, Transitive verb] 1. to put; to place 2. to leave (behind) 3. to establish (an organization, a facility, a position, etc.); to set up 4. to appoint (someone to a certain position); to hire; to employ 5. to place (one's trust, one's faith, etc); to bear (in mind etc) 6. to put down a tool (e.g. a pen) hence stopping what one is doing with that tool 7. to take in (boarders, etc.); to provide lodging in one's house 8. to separate spatially or temporally [Godan verb with ku ending, Auxiliary verb] 9. to do something in advance {Usually written using kana alone, after the -te form of a verb} 10. to leave something in a certain state; to keep something in a certain state {Usually written using kana alone, after the -te form of a verb}"
おくさん,奥さん,[Noun] 1. wife; your wife; his wife; married lady; madam {Honorific or respectful (sonkeigo)}
おさけ,お酒,"[Noun] 1. alcohol; sake {Polite (teineigo), See also 酒} | Other forms: 御酒 【おさけ】、御酒 【ごしゅ】"
おさら,お皿,[Noun] 1. plate; dish {See also 皿}
おしえる,教える,"[Ichidan verb, Transitive verb] 1. to teach; to instruct 2. to tell; to inform 3. to preach | Other forms: 訓える 【おしえる】 [Notes] 訓える: Out-dated kanji."
おす,押す,"[Godan verb with su ending, Transitive verb] 1. to push; to press {Only applies to 押す} 2. to apply pressure from above; to press down {Only applies to 押す, Only applies to 圧す} 3. to stamp (i.e. a passport); to apply a seal {Only applies to 押す, Only applies to 捺す, See also 判を押す} 4. to affix (e.g. gold leaf) {Only applies to 押す} 5. to press (someone for something); to urge; to compel; to influence {Only applies to 押す} 6. to overwhelm; to overpower; to repress {Only applies to 押す, Only applies to 圧す} 7. to push (events along); to advance (a plan) {Only applies to 押す} 8. to do in spite of ...; to do even though ...; to force {Only applies to 押す} 9. to make sure {Only applies to 押す, See also 念を押す ねんをおす, See also 駄目を押す だめをおす} 10. to be pressed for time {Only applies to 押す} 11. to advance troops; to attack {Only applies to 押す} 12. (of light) to be diffused across an entire surface {Only applies to 押す} | Other forms: 圧す 【おす】、捺す 【おす】"
おそい,遅い,"[I-adjective] 1. slow {Only applies to 遅い, Only applies to 鈍い} 2. late (e.g. ""late at night"") 3. too late {Only applies to 遅い, Only applies to 鈍い} 4. dull; stupid {Archaism, Only applies to 遅い, Only applies to 鈍い} | Other forms: 鈍い 【おそい】、晩い 【おそい】、遲い 【おそい】 [Notes] 遲い: Out-dated kanji."
おちゃ,お茶,"[Noun] 1. tea (usu. green) {Polite (teineigo), See also 茶} 2. tea break (at work) 3. tea ceremony {See also 茶の湯} | Other forms: 御茶 【おちゃ】"
おてあらい,お手洗い,[Noun] 1. toilet; restroom; lavatory; bathroom | Other forms: 御手洗い 【おてあらい】
おとうさん,お父さん,"[Noun] 1. father; dad; papa; pa; pop; daddy; dada {Honorific or respectful (sonkeigo), See also 父さん} | Other forms: お父さん 【おとっさん】、御父さん 【おとうさん】、御父さん 【おとっさん】 [Notes] おとっさん: Out-dated or obsolete kana usage. おとっさん: Out-dated or obsolete kana usage."
おとうと,弟,"[Noun] 1. younger brother; little brother; kid brother {Humble (kenjougo)} 2. pupil; apprentice {Archaism, Only applies to てい} | Other forms: 弟 【おと】、弟 【おとと】、弟 【てい】 [Notes] おとと: Irregular kana usage."
おとこ,男,"[Noun, Noun - used as a prefix] 1. man; male {See also 女 おんな} [Noun] 2. fellow; guy; chap; bloke 3. male lover; boyfriend; man 4. manliness; manly honor; manly honour; manly reputation | Other forms: 男 【おっこ】 [Notes] おっこ: Out-dated or obsolete kana usage."
おとこのこ,男の子,"[Expression, Noun] 1. boy; male child; baby boy | Other forms: 男の児 【おとこのこ】、男のコ 【おとこのコ】 [Notes] 男の児: Out-dated kanji."
おととい,一昨日,"[Adverbial noun, Temporal noun] 1. day before yesterday | Other forms: 一昨日 【おとつい】、一昨日 【いっさくじつ】 [Notes] おととい: Gikun (meaning as reading) or jukujikun (special kanji reading). おとつい: Gikun (meaning as reading) or jukujikun (special kanji reading)."
おとな,大人,"[Noun, No-adjective] 1. adult | Other forms: 大人 【だいにん】"
おなか,お腹,[Noun] 1. stomach {Polite (teineigo)} | Other forms: 御腹 【おなか】、お中 【おなか】、御中 【おなか】
おなじ,同じ,"[Noun or verb acting prenominally, Noun] 1. same; identical; equal; uniform; equivalent; similar; common (origin); changeless; alike [Adverb] 2. (usu. part of a 'nara' conditional) anyway; anyhow; in either case | Other forms: 同じ 【おんなじ】"
おにいさん,お兄さん,"[Noun] 1. older brother; elder brother {Honorific or respectful (sonkeigo), See also 兄さん} 2. (vocative) young man; buddy; fella; laddie | Other forms: 御兄さん 【おにいさん】"
